Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
dessin gobelet café,36,36,40,72.15,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.02,3440000,"[0,0,0,0,0,0,0,0,11,100,11,11]",1582355520,"Image pack, Reviews"
verre plastique rose,23,23,90,68.38,0.20,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,13000000,"[11,11,78,44,33,11,100,11,11,11,11,11]",1582632178,"Image pack, Site links, Reviews, Shopping ads"
porte eco cup,7,7,50,57.22,0.67,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.96,6010000,"[67,33,33,33,33,33,33,100,67,33,67,100]",1582577901,"Image pack, Site links, Reviews"
porte biere,44,44,140,76.63,0.51,http://www.atelierdugobelet.fr/fr/398-porte-gobelet,0,0,0.00,1,25400000,"[35,27,35,27,35,54,65,42,54,42,65,100]",1582526258,"Image pack, Reviews, Video Carousel"
gobelet bambou reutilisable,21,21,140,61.01,0.24,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,94,"[33,43,43,67,81,81,67,81,67,52,100,81]",1584317281,"Image pack, Site links, Reviews, Shopping ads"
verre a bière personnalisé,57,57,40,56.44,1.57,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,597000,"[3,2,13,3,1,1,5,3,100,2,3,1]",1582366641,"Image pack, Reviews"
supporter francais,27,27,260,93.64,0.00,http://www.atelierdugobelet.fr/fr/imprim-et-com/12694-gobelet-supporter-francais.html,0,0,0.00,0.21,97200000,"[35,54,29,29,100,44,35,81,67,67,67,54]",1584157920,"Top stories, Image pack, Site links, Reviews, Video, Featured snippet"
badge tissu personnalisé,38,38,70,56.57,0.61,http://www.atelierdugobelet.fr/fr/411-badge,0,0,0.00,1,487000,"[78,33,22,11,11,33,11,100,11,11,11,11]",1583803506,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel"
espace client pichet,66,66,40,57.52,0.00,http://www.atelierdugobelet.fr/faq,0,0,0.00,0.01,330000,"[14,43,14,14,14,29,14,29,43,29,14,100]",1583217634,"Image pack, Site links, Reviews, Video, Video Carousel"
bracelet identification tyvek,51,51,90,50.51,0.00,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,1,81100,"[14,29,14,43,14,29,14,14,14,14,100,14]",1582777085,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
carafe gravée personnalisée,57,57,50,65.39,0.62,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,76,"[14,100,14,14,71,14,14,14,14,14,29,14]",1582424342,"Image pack, Reviews, Video, Shopping ads"
gobelet en carton recyclé,99,99,70,64.75,1.27,http://www.atelierdugobelet.fr/fr/content/13-le-recyclage-de-nos-gobelets-plastiques,0,0,0.00,1,88300,"[6,29,12,6,29,18,65,100,100,6,6,12]",1582953842,"Image pack, Reviews, AdWords top"
arbre à empreinte sur toile mariage,27,27,70,71.52,0.00,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,1,94,"[0,14,0,14,71,14,14,14,0,14,100,14]",1582891607,"Image pack, Reviews, Video Carousel"
mug personnalisé bordeaux,88,88,110,70.1,1.23,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,76700,"[16,22,16,34,34,22,34,16,22,44,100,28]",1584371237,"Local pack, Image pack, Site links, Reviews, FAQ"
tour de cou personnalise,26,26,70,64.75,1.62,http://www.atelierdugobelet.fr/fr/cordons-tour-de-cou/989-tour-de-cou-personnalise-2-couleurs.html,0,0,0.00,1,92800,"[14,29,14,43,43,14,14,43,14,14,100,14]",1582754345,"Image pack, Site links, Reviews, AdWords top"
couleur personnalisé,93,93,90,66.82,0.00,http://www.atelierdugobelet.fr/fr/delai-j10-standard/1069-gobelets-personnalises-25-cl-impression-1-couleur-j10-jours-ouvres.html,0,0,0.00,0.86,172000000,"[50,50,50,50,50,100,50,50,50,50,50,50]",1584160044,"Image pack, Reviews"
ballon de baudruche de 12 cm,31,31,90,61.24,0.00,http://www.atelierdugobelet.fr/fr/produits-evenementiels/1667-ballon-de-baudruche-personnalise.html,0,0,0.00,0,83,"[50,50,25,25,25,25,50,25,25,50,75,100]",1584240418,"Image pack, Reviews"
ecocup concert,3,3,50,55.12,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0,42700,"[0,0,0,0,0,0,0,0,0,100,50,50]",1582507559,"Image pack, Site links, Reviews, Video"
imprim visé,71,71,50,57.33,0.00,http://www.atelierdugobelet.fr/fr/content/9-mentions-legales,0,0,0.00,0,265000,"[0,0,0,0,0,0,0,100,0,0,100,100]",1584032458,"Knowledge panel, Site links, Reviews, Video"
5000,74,74,1000,77.66,0.00,http://www.atelierdugobelet.fr/fr/389-quantite-de-1-a-5000-exemplaires,0,0,0.00,0.01,3900000000,"[100,100,88,88,100,100,100,100,100,100,100,100]",1584365920,"Knowledge panel, Top stories, Site links, Reviews, Video Carousel"
sous bock,37,35,2900,82.11,0.93,http://www.atelierdugobelet.fr/fr/sous-bocks-personnalises/61-sous-bock-carton.html,0,0,0.00,1,3980000,"[53,81,67,67,67,81,67,81,81,81,100,81]",1584603744,"Knowledge panel, Site links, Reviews"
tyvek fiche technique,73,73,50,56.01,0.00,http://www.atelierdugobelet.fr/de/bracelet-tyvek/52-bracelet-tyvek.html,0,0,0.00,0.07,78,"[11,11,11,11,11,11,100,11,33,11,22,78]",1582990650,"Image pack, Reviews, Video"
flute champagne plastique reutilisable,94,94,40,65.78,0.59,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,76800,"[29,14,14,14,14,71,14,100,14,14,14,29]",1583727211,"Image pack, Site links, Reviews"
gobelet fluo,36,36,70,66.37,0.18,http://www.atelierdugobelet.fr/fr/bracelet-tyvek-personnalise/554-bracelet-tyvek-vierge-25-mm.html,0,0,0.00,1,277000,"[78,78,78,78,44,100,44,56,78,100,100,100]",1582967145,"Image pack, Reviews, Video"
grand verre en plastique,20,20,70,76.69,0.22,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,27800000,"[33,67,33,33,33,33,67,33,100,33,33,33]",1584178154,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
sous verre en carton,33,33,70,75.66,0.31,http://www.atelierdugobelet.fr/fr/sous-bocks-personnalises/61-sous-bock-carton.html,0,0,0.00,1,20600000,"[75,100,25,25,25,25,25,25,25,75,25,75]",1584306074,"Image pack, Site links, Reviews, Video Carousel, FAQ"
logo evenementiel gratuit,98,98,70,67.27,0.48,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.11,3110000,"[20,20,20,20,20,20,80,100,20,20,40,80]",1583107717,"Image pack, Reviews"
atelier de bracelet,54,54,70,73.75,0.00,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,1,44600000,"[43,14,14,43,14,14,100,14,43,14,14,14]",1582953838,"Knowledge panel, Image pack, Site links, Reviews, Shopping ads, Video Carousel"
badge epingle,63,63,70,66.01,0.92,http://www.atelierdugobelet.fr/fr/bage-bouton-avec-epingle/1544-badge-rond-personnalise.html,0,0,0.00,1,182000,"[50,64,50,50,50,50,50,50,100,50,50,50]",1583997462,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
gilet de signalisation personnalisé,24,24,40,69.05,0.86,http://www.atelierdugobelet.fr/fr/415-textile,0,0,0.00,1,2570000,"[20,20,20,20,40,100,20,0,40,20,100,100]",1582927033,"Image pack, Reviews, AdWords top, AdWords bottom"
verre a personnaliser,22,22,110,63.92,0.44,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,20500000,"[41,41,53,41,65,82,53,53,65,53,100,100]",1582864458,"Site links, Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel"
un gobelet combien de cl,25,46,50,74.72,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0,79,"[100,29,14,14,14,14,14,57,14,0,100,14]",1584602634,"Image pack, Reviews, Video, Featured snippet, Image"
ballon latex personnalisé,69,69,40,61.94,0.00,http://www.atelierdugobelet.fr/fr/produits-evenementiels/1667-ballon-de-baudruche-personnalise.html,0,0,0.00,0.79,516000,"[20,20,40,20,20,40,20,100,20,60,20,40]",1583489809,"Image pack, Site links, Reviews, Video, AdWords top, Shopping ads, Video Carousel"
badge à personnaliser,43,43,210,72.28,1.06,http://www.atelierdugobelet.fr/fr/411-badge,0,0,0.00,1,12400000,"[81,81,81,81,81,100,81,54,81,54,65,42]",1583834719,"Image pack, Site links, Reviews, AdWords top, Video Carousel"
commande bat,71,71,170,74.17,0.00,http://www.atelierdugobelet.fr/faq,0,0,0.00,0.01,14500000,"[100,65,81,65,65,54,54,42,100,81,65,65]",1583820349,"Image pack, Site links, Video Carousel"
badge bouton,10,10,50,60.6,1.74,http://www.atelierdugobelet.fr/fr/bage-bouton-avec-epingle/1532-badge-rond-personnalise.html,0,0,0.00,1,8210000,"[100,20,40,20,20,60,20,80,80,20,20,20]",1582792347,"Knowledge panel, Image pack, Site links, Reviews"
badge bouton,15,15,50,60.6,1.74,http://www.atelierdugobelet.fr/fr/bage-bouton-avec-epingle/1539-badge-rond-personnalise.html,0,0,0.00,1,8210000,"[100,20,40,20,20,60,20,80,80,20,20,20]",1582792347,"Knowledge panel, Image pack, Site links, Reviews"
bracelet en papier pour evenement,49,49,50,63.85,1.42,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,0.98,3770000,"[20,100,20,20,40,60,20,40,20,20,40,20]",1584504257,"Image pack, Site links, Reviews, AdWords top, Shopping ads, FAQ"
ecocup paris,9,9,70,69.55,0.63,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.52,48100,"[0,0,0,0,33,33,33,33,33,33,100,33]",1583799653,"Site links, Reviews, Video"
arbre a empreinte a imprimer gratuit,24,24,90,72.85,0.00,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,0.04,69,"[14,14,14,29,14,14,71,14,100,71,29,14]",1583672477,"Image pack, Reviews, Video"
gobelet plastique enfant,25,25,110,81.43,0.20,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,790000,"[8,8,10,6,8,19,44,100,67,10,10,10]",1582496865,"Image pack, Site links, Reviews, Video"
devis eco cup,10,10,70,56.84,1.62,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.81,211000,"[0,0,0,11,11,11,56,11,11,11,100,11]",1583690823,"Site links, Reviews"
gobelet trivalis,38,38,50,61.99,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.21,42,"[0,0,0,0,0,0,0,0,33,67,100,100]",1584046810,"Image pack, Site links, Video Carousel"
sintesi atelier,39,39,50,61.09,0.00,http://www.atelierdugobelet.fr/it/ordine,0,0,0.00,0.06,2360000,"[14,14,14,14,14,57,100,14,43,14,14,14]",1582951905,"Image pack, Reviews, Video"
mug personnalisé rennes,65,65,70,68.55,1.19,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.98,64500,"[6,6,6,6,12,29,24,6,24,6,100,53]",1584500780,"Local pack, Image pack, Site links, Reviews, Shopping ads"
badge rond,30,30,260,61.5,0.93,http://www.atelierdugobelet.fr/fr/bage-bouton-avec-epingle/1544-badge-rond-personnalise.html,0,0,0.00,1,12700000,"[66,66,66,66,81,81,66,81,81,81,66,100]",1584493241,"Local pack, Image pack, Site links, Reviews, FAQ"
micro onde fabrication francaise,79,77,40,80.2,0.20,http://www.atelierdugobelet.fr/fr/396-mug,0,0,0.00,1,1470000,"[11,11,11,11,11,44,11,11,11,100,11,22]",1584583585,"Image pack, Site links, Reviews, Video, Featured snippet, Image, AdWords top, Shopping ads"
relief en creux,82,82,110,84.13,0.00,http://www.atelierdugobelet.fr/fr/bracelet-silicone/1353-bracelet-silicone-marquage-en-creux.html,0,0,0.00,0,3430000,"[8,10,23,100,10,13,5,5,36,67,54,10]",1583519129,"Image pack, Reviews, Video Carousel"
tour de cou personnalisé,58,58,880,63.87,1.89,http://www.atelierdugobelet.fr/de/tour-de-cou/989-tour-de-cou-personnalise.html,0,0,0.00,1,1500000,"[55,55,55,68,68,68,68,77,100,77,68,68]",1584608451,"Image pack, Site links, Reviews, AdWords top, FAQ"
tasse plastique,22,22,210,80.22,0.33,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,7850000,"[54,54,54,81,65,65,81,81,81,100,81,65]",1584471790,"Image pack, Reviews, Video Carousel"
gobelet plastique rigide enfant,13,13,70,81.17,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,91,"[0,0,0,0,14,14,14,14,14,100,0,14]",1583708839,"Image pack, Site links, Reviews, Video, AdWords top"
badge épingle,46,46,40,67.67,1.25,http://www.atelierdugobelet.fr/fr/bage-bouton-avec-epingle/1544-badge-rond-personnalise.html,0,0,0.00,1,1510000,"[14,29,14,43,43,14,14,29,14,100,14,29]",1583841788,"Image pack, Site links, Reviews, Video Carousel"
mediator perso com,11,11,90,71.63,0.00,http://www.atelierdugobelet.fr/fr/contactez-nous,0,0,0.00,0.14,71,"[11,11,56,0,11,100,11,11,11,22,11,11]",1582452514,"Image pack, Site links, Reviews, Video"
bon a tirer pdf,48,48,50,63.42,0.00,http://www.atelierdugobelet.fr/faq,0,0,0.00,0,36000000,"[20,40,20,20,40,40,20,100,20,20,20,20]",1583421474,Image pack
eco cup lyon,10,10,40,61.88,0.68,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.6,3520000,"[0,0,0,0,0,0,0,33,33,33,100,33]",1583645442,"Knowledge panel, Image pack, Site links, Reviews, Video"
personalisé objet,44,44,40,78.8,0.52,http://www.atelierdugobelet.fr/fr/417-objet-personnalise-evenementiel,0,0,0.00,0.9,31000000,"[75,25,25,25,25,25,0,25,0,25,25,100]",1583365043,"Image pack, Site links"
ballon gonflable personnalisé,47,47,170,62.22,0.75,http://www.atelierdugobelet.fr/fr/produits-evenementiels/1667-ballon-de-baudruche-personnalise.html,0,0,0.00,1,824000,"[54,65,100,65,65,65,65,42,42,65,54,54]",1583810223,"Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel"
latelier du gobelet,21,21,110,76.64,0.78,http://www.atelierdugobelet.fr/de/,0,0,0.00,0.53,574000,"[53,65,65,100,100,65,53,82,65,53,41,82]",1584527034,"Image pack, Site links, Reviews"
gobelet magique,96,96,140,79.56,0.21,http://www.atelierdugobelet.fr/fr/388-gobelets-reutilisable-25-cl-33cl,0,0,0.00,0.99,1320000,"[100,100,53,65,65,53,82,65,82,65,82,82]",1583719766,"Image pack, Reviews, Video, Shopping ads, Video Carousel"
gobelets réutilisables personnalisés belgique,15,15,70,48.12,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0,84,"[100,100,0,100,100,100,100,0,0,0,0,0]",1582440063,"Image pack, Site links, Reviews"
arbre à empreinte bapteme,39,39,170,64.41,0.00,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,1,76,"[22,22,53,81,81,100,81,66,44,34,22,9]",1583832444,"Image pack, Reviews"
verre personnalisé photo,44,44,170,67.49,0.59,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,8340000,"[19,15,29,8,35,29,29,29,29,29,67,100]",1583539121,"Image pack, Reviews, Video"
arbre gobelet,23,23,50,80.58,0.00,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,0.74,1080000,"[60,100,20,20,20,20,20,40,20,20,20,40]",1582646900,"Image pack, Shopping ads, Video Carousel"
arbre a empreinte bapteme,46,46,390,68.11,0.00,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,1,70,"[19,44,67,67,82,82,82,100,67,36,19,4]",1584046746,"Image pack, Reviews"
impression sur plastique,68,68,170,65.77,1.51,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,41000000,"[81,67,81,67,100,81,100,81,81,67,67,81]",1584266812,"Image pack, Site links, Reviews, Shopping ads, Video Carousel, FAQ"
backstage merchandising,32,32,50,64.1,0.00,http://www.atelierdugobelet.fr/fr/411-badge,0,0,0.00,0,3900000,"[20,20,0,0,20,60,20,20,100,40,0,20]",1582213898,"Image pack, Reviews, Video"
impression sur mug,72,72,210,79.44,1.35,http://www.atelierdugobelet.fr/fr/396-mug,0,0,0.00,1,13500000,"[44,44,35,29,44,54,44,29,44,54,67,100]",1584010733,"Local pack, Image pack, Site links, Reviews, Video Carousel"
verre personnalisé enfant,12,12,50,56.37,0.43,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,6670000,"[7,14,7,7,7,7,7,79,100,7,50,21]",1582596402,"Image pack, Site links, Reviews, Video, AdWords bottom, Shopping ads"
jetons kermesse,15,15,70,64.11,0.54,http://www.atelierdugobelet.fr/fr/416-jeton,0,0,0.00,1,95,"[3,2,5,2,2,44,100,2,3,2,2,2]",1583970273,"Image pack, Reviews, AdWords top, Shopping ads"
gobelet en silicone,32,32,50,67.89,0.00,http://www.atelierdugobelet.fr/fr/bracelet-silicone/1353-bracelet-silicone-marquage-en-creux.html,0,0,0.00,1,773000,"[0,0,0,0,0,0,0,14,57,100,14,71]",1583691401,"Image pack, Reviews, Shopping ads, Video Carousel"
serigraphie tasse a cafe,36,36,40,56.91,0.88,http://www.atelierdugobelet.fr/fr/396-mug,0,0,0.00,1,186000,"[100,40,100,40,60,20,20,20,20,20,40,40]",1583144841,"Image pack, Site links, Reviews, Video, AdWords bottom"
tasse en plastique,60,60,140,65.41,0.33,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,8370000,"[65,53,65,65,65,82,82,100,65,82,100,100]",1583122770,"Image pack, Reviews, Video Carousel"
restaurant mariage martinique,72,72,70,73.08,0.95,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.38,85,"[100,40,20,20,20,20,20,80,20,20,20,80]",1583127339,"Local pack, Image pack, Site links, Reviews"
gobelet carton noir,67,67,40,64.32,0.77,http://www.atelierdugobelet.fr/fr/406-gobelets-mugs,0,0,0.00,1,94,"[11,11,11,11,11,11,100,11,33,11,11,11]",1582402209,"Image pack, Reviews, AdWords bottom, Shopping ads"
sculpture gobelet plastique,12,12,70,74.26,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.48,2120000,"[11,33,100,11,11,11,11,11,11,22,78,11]",1582497786,"Image pack, Reviews, Video"
location gobelets réutilisables belgique,21,21,40,34.12,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0,48,"[0,0,0,25,25,25,0,50,100,0,0,0]",1582240824,"Image pack, Site links, AdWords top, AdWords bottom"
gilet floqué,42,42,40,67.24,0.46,http://www.atelierdugobelet.fr/fr/accessoire-vehicule/749-gilet-jaune-de-securite-publicitaire.html,0,0,0.00,0.98,138000,"[20,20,20,20,20,100,100,20,20,20,20,20]",1582216453,"Image pack, Reviews, Shopping ads"
bracelet tyvek,33,33,590,63.39,2.84,http://www.atelierdugobelet.fr/en/bracelet-tyvek/552-bracelet-tyvek.html,0,0,1.00,1,944000,"[67,82,82,82,100,82,67,82,67,67,44,67]",1584176765,"Image pack, Reviews, Shopping ads"
atelier bracelet,76,76,70,69.75,0.31,http://www.atelierdugobelet.fr/fr/bracelet-tyvek-personnalise/640-bracelet-de-controle-marquage-quadri.html,0,0,0.00,1,36700000,"[100,4,4,4,4,4,4,4,4,4,4,100]",1582889040,"Local pack, Image pack, Site links, Reviews, Video Carousel"
50ex,83,83,70,52.03,0.00,http://www.atelierdugobelet.fr/en/delai-j7/11828-gobelet-photo-impression-quadri-sup-a-100ex.html,0,0,0.00,0.11,915000,"[20,20,60,20,20,40,20,20,100,20,20,20]",1583088000,"Knowledge panel, Site links, Video Carousel"
bracelet en silicone,28,28,260,66.35,0.92,http://www.atelierdugobelet.fr/fr/imprim-et-com/13179-bracelet-silicone-equipe-de-france.html,0,0,0.00,1,40800000,"[66,53,81,66,66,81,81,66,81,100,100,53]",1584043368,"Image pack, Site links, Reviews, Shopping ads"
pichets et carafes,80,80,170,76.03,0.00,http://www.atelierdugobelet.fr/fr/399-pichet-carafe,0,0,0.00,0.05,619000,"[44,23,6,23,29,44,44,44,35,29,44,100]",1583727097,"Image pack, Site links, Reviews"
verre plastique 12 cl,61,61,40,69.1,0.20,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,2120000,"[33,33,33,33,67,67,33,67,33,100,67,33]",1584508687,"Image pack, Reviews, AdWords bottom, Shopping ads"
allemagne nigeria coupe du monde 2019,80,80,110,94.99,0.00,http://www.atelierdugobelet.fr/fr/coupe-du-monde-feminine-de-football-france-2019/16661-gobelet-rencontre-coupe-du-monde-2019.html,0,0,0.00,0,2700000,"[0,0,0,0,0,100,1,1,0,1,0,0]",1583962331,"Instant answer, Image pack, Site links, Video Carousel"
décapsuleur porte clé personnalisé,68,68,50,60.9,0.84,http://www.atelierdugobelet.fr/fr/decapsuleur-rond-personnalise/4-porte-cles-decapsuleur-acrylique-personnalise.html,0,0,0.00,1,142000,"[20,20,40,20,60,20,20,60,100,20,20,20]",1582593103,"Image pack, Site links, Reviews, Shopping ads"
cup en cl,25,25,170,70.4,0.00,http://www.atelierdugobelet.fr/en/388-reusable-cups-25-cl-33cl,0,0,0.00,0.02,292000000,"[35,27,35,42,81,65,81,81,81,100,81,100]",1583529555,"Instant answer, Image pack, Reviews"
dimension gobelet,13,13,70,67.1,0.00,http://www.atelierdugobelet.fr/fr/quantite-de-plus-de-5000-exemplaires/533-gobelets-25cl.html,0,0,0.00,0.96,579000,"[14,14,100,100,29,29,14,29,14,100,43,29]",1582693455,"Image pack, Reviews, Featured snippet, Shopping ads, Video Carousel"
gobelet bleu et or,68,68,90,68.09,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,2440000,"[0,0,0,0,0,0,0,0,0,0,100,100]",1582865824,"Image pack, Reviews"
badge pour evenement,47,49,90,59.21,1.52,http://www.atelierdugobelet.fr/fr/411-badge,0,0,0.00,0.94,8510000,"[20,20,20,20,20,20,20,80,40,20,100,20]",1584597991,"Image pack, Site links, Reviews, AdWords top, Shopping ads, FAQ"
lave gobelet,35,35,90,64.4,0.00,http://www.atelierdugobelet.fr/fr/406-gobelets-mugs,0,0,0.00,1,4390000,"[11,11,11,100,11,56,11,11,11,11,11,33]",1583932585,"Image pack, Reviews, Video Carousel"
bracelet de couleur,29,0,90,75.47,0.68,http://www.atelierdugobelet.fr/fr/bracelet-tyvek-personnalise/52-bracelet-tyvek-avec-marquage-une-couleur-19-mm.html,0,0,0.00,1,25600000,"[50,64,50,64,100,79,79,100,50,64,79,64]",1584605224,"Image pack, Site links, Reviews"
fabricant gobelet carton personnalisable,16,16,70,58.7,0.90,http://www.atelierdugobelet.fr/fr/397-gobelet-en-carton,0,0,0.00,0.8,88,"[25,25,50,25,75,25,25,25,25,25,100,50]",1584241185,"Image pack, Reviews, AdWords top, AdWords bottom, Shopping ads"
verre coupe du monde 2018,20,20,90,63.63,0.00,http://www.atelierdugobelet.fr/fr/atelier-du-gobelet/12409-gobelet-coupe-du-monde-2018.html,0,0,0.00,1,8820000,"[78,22,11,11,11,100,11,44,11,11,11,11]",1582205300,"Image pack, Reviews, Video, AdWords bottom, Shopping ads"
gobelet a biere,19,19,170,72.49,0.22,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,94200,"[42,42,100,100,81,81,65,54,65,42,35,65]",1584529591,"Image pack, Reviews, Shopping ads"
gobelets 50 cl plastique,20,20,70,74.42,0.18,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,87,"[33,33,33,33,33,33,33,33,100,33,33,33]",1584408126,"Image pack, Site links, Reviews, Video, AdWords top, Shopping ads"
verre a biere jetable pas cher,50,50,40,65.66,0.42,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,73,"[0,0,0,0,0,0,0,0,50,50,100,50]",1582235197,"Local pack, Image pack, Site links, Reviews, AdWords top"
couleur en j,62,62,210,79.4,0.00,http://www.atelierdugobelet.fr/fr/delai-j10-j15/2143-gobelets-personnalises-25-cl-impression-1-couleur-j15-jours-ouvres.html,0,0,0.00,0,449000000,"[44,44,66,44,53,66,66,34,66,66,100,100]",1584474300,"Site links, Reviews, Featured snippet, Video Carousel, FAQ"
decalcomanie sur tissu,33,33,40,77.25,0.00,http://www.atelierdugobelet.fr/fr/badge-magnet/1288-badge-tissu-autocollant.html,0,0,0.00,1,161000,"[20,20,20,80,20,100,100,20,20,20,20,20]",1583997337,"Image pack, Site links, Reviews, Video Carousel"
grand verre plastique,16,16,40,74.13,0.25,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,34200000,"[57,100,14,57,14,14,29,14,14,43,29,14]",1582571058,"Image pack, Site links, Reviews, Shopping ads"
plak,17,17,140,73.87,0.00,http://www.atelierdugobelet.fr/it/billetterie/492-la-plak.html,0,0,0.00,0.11,28200000,"[65,65,65,65,53,53,82,65,82,100,100,100]",1583835556,"Image pack, Reviews, Video Carousel"
plak,18,18,140,73.87,0.00,http://www.atelierdugobelet.fr/en/billetterie/492-la-plak.html,0,0,0.00,0.11,28200000,"[65,65,65,65,53,53,82,65,82,100,100,100]",1583835556,"Image pack, Reviews, Video Carousel"
gobelet bambou personnalisable,38,38,110,62.33,0.78,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,85,"[33,24,24,52,81,100,67,67,67,81,52,43]",1584206667,"Image pack, Reviews"
verre gobelet,61,61,210,84.7,0.23,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,5750000,"[28,44,44,44,44,44,54,44,54,67,100,67]",1584275216,"Image pack, Site links, Reviews"
fabrication avec gobelet en plastique,20,20,40,82.1,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0,912000,"[0,25,25,25,75,0,0,0,25,25,75,100]",1584380461,"Image pack, Video, Video Carousel"
délai de livraison vistaprint,41,41,50,69.64,2.12,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.14,85,"[79,100,7,79,14,7,7,7,7,7,7,7]",1583211812,"Image pack, Reviews, Featured snippet, AdWords top"
eco gobelets com,11,11,40,62,1.56,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.75,901000,"[11,100,11,11,11,44,11,22,11,11,11,11]",1582568411,"Image pack, Site links, Reviews, AdWords top"
fabricant de bracelet en silicone,73,73,70,45.59,0.00,http://www.atelierdugobelet.fr/fr/imprim-et-com/13179-bracelet-silicone-equipe-de-france.html,0,0,0.00,0,1080000,"[0,100,50,0,0,50,50,0,0,0,0,0]",1582835871,"Image pack, Site links, Featured snippet, Shopping ads"
gobelet combien de cl,44,44,70,74.72,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0,96,"[20,20,20,40,100,20,40,20,40,20,20,40]",1583987470,"Image pack, Site links, Reviews, Featured snippet, Image"
image gobelet café,46,46,50,81.73,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,4230000,"[20,60,80,20,20,20,40,20,20,40,100,40]",1583536945,"Image pack, Reviews, Video, Shopping ads, Video Carousel"
mug personnalisé nantes,37,37,50,65.29,0.97,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,70900,"[33,33,33,33,67,33,33,100,33,67,67,33]",1582662138,"Local pack, Image pack, Site links, Reviews, AdWords top, Shopping ads"
