Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
gourde personnalisée photo,55,55,110,65.9,0.91,https://wobz.fr/gourdes-personnalisees,0,0,0.00,1,1160000,"[10,19,19,24,33,67,43,33,67,81,100,100]",1583015512,"Image pack, Reviews, Shopping ads"
coffret de biere,72,72,720,77.14,0.44,https://wobz.fr/coffrets/coffrets-a-biere.html,0,0,0.00,1,8210000,"[7,9,6,11,16,11,11,11,20,53,100,11]",1584558065,"Local pack, Image pack, Site links, Reviews, Shopping ads"
gobelet personnalisé anniversaire pas cher,33,33,320,65.68,0.67,https://wobz.fr/gobelets-thematiques.html,0,0,0.00,1,93,"[23,23,44,67,54,100,100,81,81,81,35,29]",1583827930,"Image pack, Site links, Reviews, Image, Shopping ads"
personnalisation verre,18,18,90,65.73,0.66,https://wobz.fr/verres-personnalises-en-verre,0,0,0.00,0.97,51800000,"[64,82,82,64,82,82,100,100,100,82,100,82]",1584418054,"Site links, Reviews, Shopping ads, Video Carousel"
acheter cigogne naissance,28,28,50,80.25,0.00,https://wobz.fr/gobelet-personnalisable-naissance-effet-brode.html,0,0,0.00,0,1830000,"[14,14,43,0,14,0,0,100,0,43,0,0]",1583973171,"Image pack, Reviews, Video, Shopping ads"
game verre,89,89,50,83.79,0.00,https://wobz.fr/,0,0,0.00,0.73,24200000,"[14,29,14,29,14,14,29,100,14,100,43,14]",1584345806,"Knowledge panel, Image pack, Site links, Reviews"
gobelet plastiques réutilisables personnalisés,92,92,70,56.76,0.78,https://wobz.fr/,0,0,0.00,1,176000,"[100,33,11,33,11,11,44,78,11,33,11,11]",1582485651,"Image pack, Site links, Reviews"
opaque photo,68,68,70,70.24,0.00,https://wobz.fr/gobelet-personnalise-blanc-25cl-qualite-photo.html,0,0,0.00,0.29,246000000,"[14,14,14,14,29,0,14,14,14,43,0,100]",1582526041,"Image pack, Reviews"
bouquet fleur mariage,79,79,480,85.34,0.40,https://wobz.fr/gobelet-mariage-bouquet-de-fleurs.html,0,0,0.00,1,34300000,"[44,67,67,67,67,100,82,100,82,54,54,82]",1584241121,"Image pack, Site links, Reviews, Video Carousel, FAQ"
produits personnalisés,43,43,170,75.83,0.36,https://wobz.fr/,0,0,0.00,1,288000000,"[42,54,35,65,54,42,42,65,65,100,100,81]",1584165787,"Site links, Reviews, FAQ"
gobelet bleu,52,52,110,75.46,0.24,https://wobz.fr/gobelet-personnalise-bleu-fonce-25cl-serigraphie-1-couleur.html,0,0,0.00,1,6170000,"[79,64,50,64,100,100,100,79,79,79,79,64]",1583966570,"Image pack, Reviews, Shopping ads"
image verre cocktail,33,33,110,87.14,0.00,https://wobz.fr/tubo-long-drink-personnalise-impression-qualite-photo-14-cm.html,0,0,0.00,0.98,9370000,"[43,33,33,43,52,52,100,81,67,43,43,33]",1583341547,"Image pack, Reviews, Image"
verre plastique avec prenom,20,20,70,67.48,0.51,https://wobz.fr/gobelet-personnalise-mariage-cadre.html,0,0,0.00,1,144000,"[1,1,3,4,3,3,1,100,54,24,1,4]",1582286431,"Image pack, Site links, Reviews, Video, Shopping ads"
gobelet personnalisé pas cher,36,36,480,67.05,0.70,https://wobz.fr/gobelet-mariage-bouquet-de-fleurs.html,0,0,0.00,1,352000,"[36,44,67,82,82,100,67,36,30,44,36,55]",1584431966,"Image pack, Site links, Reviews, FAQ"
verre a vin personnalisé avec photo,26,26,50,66.86,0.45,https://wobz.fr/verre-a-vin-personnalise-cabernet-en-plastique-qualite-photo.html,0,0,0.00,1,11100000,"[14,14,14,29,14,29,14,14,100,14,14,57]",1582981554,"Image pack, Site links, Reviews, Image, Shopping ads"
verre a vin personnalisée,34,34,50,71.22,0.00,https://wobz.fr/verres-personnalises/verres-a-vin-personnalises.html,0,0,0.00,0,10200000,"[0,0,43,14,29,100,0,14,0,14,14,0]",1583694127,"Image pack, Reviews, Video, Image, AdWords bottom, Shopping ads"
verre cocktail personnalisé,19,19,40,62.55,0.46,https://wobz.fr/tubo-long-lime-personnalise-blanc-impression-qualite-photo-14cm.html,0,0,0.00,0.98,758000,"[11,11,11,11,11,11,100,22,11,11,22,22]",1582217377,"Image pack, Reviews"
gobelet avec son prenom,38,38,110,70.1,0.28,https://wobz.fr/gobelet-personnalise-mariage-cadre.html,0,0,0.00,1,364000,"[0,0,0,0,0,28,100,82,28,23,28,28]",1584163490,"Image pack, Site links, Reviews, Video"
verre a vin en plastique,33,33,170,75.4,0.29,https://wobz.fr/verre-a-vin-pool-party-vierge-en-plastique.html,0,0,0.00,1,7360000,"[54,54,81,100,81,81,65,65,65,65,65,65]",1584490010,"Image pack, Reviews, Video"
verre plastique incassable,30,30,90,62.95,0.35,https://wobz.fr/verres-personnalises-plastique,0,0,0.00,1,422000,"[67,52,33,33,43,43,67,52,100,24,19,19]",1583679901,"Image pack, Site links, Reviews, Video Carousel"
mariage chateau gaillard,47,47,40,55.24,0.00,https://wobz.fr/gobelet-personnalise-mariage-car.html,0,0,0.00,0.19,99,"[43,100,14,14,14,14,14,43,0,43,14,14]",1582220801,"Local pack, Image pack, Site links, Reviews, Video"
gobelet doré,69,69,170,85.14,0.18,https://wobz.fr/gobelet-personnalise-mariage-cadre.html,0,0,0.00,1,933000,"[35,42,54,65,81,54,54,65,54,65,100,81]",1583529714,"Image pack, Site links, Reviews"
verre a vin personnalisé,46,46,110,72.4,0.57,https://wobz.fr/verre-cabernet-personnalise-53cl.html,0,0,0.00,1,2380000,"[28,22,22,22,34,34,16,22,22,22,66,100]",1583449557,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel"
impression gobelet plastique,48,48,40,64.5,0.44,https://wobz.fr/gobelet-personnalise-33cl-qualite-photo-impression-7cm.html,0,0,0.00,1,461000,"[20,40,20,20,80,60,60,20,20,100,20,20]",1582794052,"Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel"
verres personnalisés,21,21,480,67.27,0.57,https://wobz.fr/verres-personnalises-en-verre,0,0,0.00,1,25700000,"[54,54,66,81,81,81,66,81,66,100,100,66]",1584288787,"Image pack, Site links, Reviews, Video Carousel, FAQ"
verre personnalisé plastique,20,20,170,66.03,0.33,https://wobz.fr/verres-personnalises-plastique,0,0,0.00,1,4170000,"[44,53,66,66,53,100,100,53,28,34,53,66]",1584378812,"Image pack, Site links, Reviews"
noce de 50 ans,78,78,260,85.34,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0,2320000,"[54,67,82,82,67,82,100,100,54,54,44,67]",1583773295,"Knowledge panel, Site links, Reviews, Featured snippet, Video Carousel, People also ask"
verre réutilisable personnalisé,29,29,110,62.36,0.86,https://wobz.fr/,0,0,0.00,1,899000,"[14,24,67,81,100,52,33,24,43,67,67,24]",1583633290,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
la que a mojito,12,12,50,79.43,0.00,https://wobz.fr/mojito-personnalises,0,0,0.00,0,17200000,"[25,25,25,100,25,50,0,50,0,100,25,100]",1583672493,"Image pack, Reviews, Image, Video Carousel"
verres à eau,95,95,880,86.86,0.17,https://wobz.fr/verre-a-eau-personnalise-pure-en-plastique-qualite-photo.html,0,0,0.00,1,33000000,"[25,30,25,25,25,37,30,30,37,67,100,42]",1584433389,"Image pack, Reviews, AdWords bottom, Shopping ads, Video Carousel"
coffret biere et verre,95,95,70,75.75,0.41,https://wobz.fr/coffrets/coffrets-a-biere.html,0,0,0.00,1,201000,"[82,6,18,24,6,6,6,6,6,6,12,100]",1583145407,"Image pack, Reviews, Shopping ads"
accessoire mariage marocain,37,37,90,71.85,0.00,https://wobz.fr/gobelet-personnalise-pour-mariage-marocain.html,0,0,0.00,1,96,"[33,11,11,33,11,22,11,11,100,11,11,11]",1582872680,"Image pack, Reviews, Video, Video Carousel"
gobelet personnalisé ecole,44,0,390,63.75,0.69,https://wobz.fr/gobelets-thematiques.html,0,0,0.00,1,98,"[14,26,32,32,32,88,100,39,21,17,14,21]",1584593855,"Image pack, Site links, Reviews, Video"
verre enfant personnalisé,22,22,110,57.8,0.38,https://wobz.fr/gobelet-personnalise-naissance-moon.html,0,0,0.00,1,5420000,"[9,6,16,22,16,28,100,100,53,16,22,22]",1582508302,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads"
flute champagne quantité,38,38,40,79.28,0.00,https://wobz.fr/flute-a-champagne-personnalisee-effervescence-en-plastique-qualite-photo.html,0,0,0.00,0.71,203000,"[0,0,29,100,14,14,14,14,14,29,29,14]",1584374431,"Image pack, Reviews, Featured snippet, People also ask"
gourde vélo personnalisée,46,46,90,59.66,0.52,https://wobz.fr/gourdes-personnalisees,0,0,0.00,1,292000,"[25,75,25,50,25,25,75,25,25,25,100,25]",1582370447,"Image pack, Reviews"
tacx france contact,57,57,70,72.93,0.00,https://wobz.fr/gourdes-personnalisees.html,0,0,0.00,0.11,1380000,"[100,14,71,43,14,14,14,43,14,14,14,14]",1583882930,"Image pack, Reviews, Video"
verres incassables,80,80,110,65.1,0.28,https://wobz.fr/verres-personnalises-plastique,0,0,0.00,1,1620000,"[82,53,100,65,82,65,82,82,65,53,65,82]",1583604626,"Local pack, Image pack, Site links, Reviews, Video, AdWords top, Video Carousel"
cocktail long,88,88,90,74.83,0.00,https://wobz.fr/tubo-long-drink-personnalise-impression-qualite-photo-14-cm.html,0,0,0.00,0.75,1200000000,"[33,33,67,33,33,33,33,33,33,33,33,100]",1582549846,"Image pack, Reviews, Image, Video Carousel"
verre cocktail long drink,67,67,50,73.46,0.38,https://wobz.fr/tubo-long-drink-personnalise-impression-qualite-photo-14-cm.html,0,0,0.00,1,2240000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1583050278,"Image pack, Reviews, Video, Image"
verre en plastique dur réutilisable personnalisé,56,56,90,64.5,0.51,https://wobz.fr/,0,0,0.00,1,256000,"[24,41,41,53,65,82,82,100,82,53,53,53]",1583672609,"Image pack, Site links, Reviews, Shopping ads"
flute a champagne personnalisé,71,71,110,74.31,0.37,https://wobz.fr/verres-personnalises-plastique,0,0,0.00,1,68200,"[65,82,100,82,29,65,53,53,53,53,65,29]",1584359857,"Image pack, Reviews"
image de flute de champagne,84,84,50,83.99,0.00,https://wobz.fr/flute-a-champagne-personnalisee.html,0,0,0.00,0.12,8820000,"[50,50,100,25,25,25,25,25,50,25,50,75]",1583424588,"Image pack, Reviews, Video"
noce 70 ans,29,29,320,82.64,0.00,https://wobz.fr/gobelet-personnalise-noces-de-platine-70-ans.html,0,0,0.00,0,1420000,"[82,82,100,100,100,100,100,82,82,67,67,54]",1584187298,"Image pack, Reviews, Featured snippet, Video Carousel, People also ask"
verre cocktail plastique,38,38,210,73.81,0.19,https://wobz.fr/verres-personnalises-en-tritan/verres-a-cocktail-personnalises-en-plastique.html,0,0,0.00,1,2130000,"[44,53,66,81,81,100,81,66,53,53,53,34]",1584518885,"Image pack, Reviews, Video, Shopping ads"
verre a vin de qualite,48,48,50,84.01,0.39,https://wobz.fr/verre-a-vin-personnalise-cabernet-en-plastique-qualite-photo.html,0,0,0.00,1,374000,"[25,0,25,25,25,25,50,25,100,25,25,75]",1584406997,"Site links, Reviews, Video, Featured snippet, AdWords top, AdWords bottom, Shopping ads"
50 ans de mariage message,65,65,70,76.19,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0.44,44400000,"[33,22,11,11,22,22,33,11,22,100,11,11]",1583929169,"Reviews, Video, Featured snippet"
verre à mojito,29,29,390,82.98,0.17,https://wobz.fr/verre-mojito-personnalise-blanc.html,0,0,0.00,1,1100000,"[19,19,24,30,55,67,100,82,36,36,44,67]",1584083574,"Image pack, Reviews, Image, Shopping ads"
enverre,62,62,50,53.57,0.00,https://wobz.fr/verres-personnalises-en-verre,0,0,0.00,0.44,46800000,"[11,11,11,11,11,11,22,100,11,11,11,11]",1582873235,"Image pack, Reviews"
gobelet personnalisé mariage pas cher,16,16,320,65.67,0.46,https://wobz.fr/gobelet-mariage-bouquet-de-fleurs.html,0,0,0.00,1,89,"[81,67,44,100,100,67,54,67,54,44,35,100]",1584466256,"Image pack, Site links, Reviews"
champagne halloween,67,67,50,76.19,0.00,https://wobz.fr/gobelets-thematiques/halloween.html,0,0,0.00,0.1,74900000,"[20,20,0,0,0,0,0,0,20,20,100,20]",1584061060,"Image pack, Reviews, Image, Video Carousel"
verre a rhum personnalisé,44,0,110,75.01,0.26,https://wobz.fr/mojito-personnalises,0,0,0.00,1,90,"[13,13,28,44,18,18,10,13,13,67,100,13]",1584573719,"Image pack, Site links, Reviews, Shopping ads"
verre en plastique a personnaliser,34,34,40,60.2,0.47,https://wobz.fr/verres-personnalises-plastique,0,0,0.00,0.93,3570000,"[0,0,0,14,71,57,100,71,29,14,14,14]",1583162969,"Image pack, Site links, Reviews, Video Carousel"
vin blanc limé,46,46,50,76.38,0.00,https://wobz.fr/tubo-long-lime-vierge-blanc.html,0,0,0.00,0.56,4110000,"[33,33,33,100,33,33,33,33,67,33,33,33]",1583989493,"Site links, Reviews, Featured snippet, Image, Shopping ads"
personnaliser verre biere,34,34,40,58.6,0.51,https://wobz.fr/verres-personnalises/verres-a-biere-personnalises.html,0,0,0.00,1,2470000,"[22,11,100,11,56,11,11,56,11,11,56,22]",1583186942,"Image pack, Reviews, Featured snippet, AdWords top, AdWords bottom, Shopping ads"
qualité photo,83,83,210,77.75,1.23,https://wobz.fr/gobelet-personnalise-33cl-qualite-photo-impression-7cm.html,0,0,0.00,0.16,517000000,"[100,54,54,54,65,65,65,65,81,100,100,100]",1583604223,"Image pack, Reviews, Featured snippet, AdWords bottom, People also ask"
photo verre de vin,43,43,170,88.43,0.00,https://wobz.fr/verre-a-vin-personnalise-cabernet-en-plastique-qualite-photo.html,0,0,0.00,0.89,28000000,"[53,28,34,34,28,44,53,53,66,81,100,81]",1583687238,"Image pack, Reviews"
verre biere personnalisé professionnel,29,29,90,56.08,0.49,https://wobz.fr/verres-personnalises-en-verre,0,0,0.00,1,87,"[64,29,79,79,79,64,50,50,79,79,79,100]",1582368760,"Image pack, Reviews, Image, AdWords bottom"
gobelet rose,33,33,110,65.83,0.30,https://wobz.fr/gobelet-personnalise-rose-25cl-qualite-photo.html,0,0,0.00,1,6270000,"[65,65,65,65,82,82,65,65,65,100,53,65]",1583038730,"Image pack, Site links, Reviews"
gobelet réutilisable personnalisable,56,56,140,62.44,0.86,https://wobz.fr/gobelet-personnalise-33cl-qualite-photo-impression-7cm.html,0,0,0.00,1,40200,"[28,16,13,66,53,28,34,53,44,22,22,100]",1584396221,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet ecocup personnalisable,52,52,50,62.67,0.85,https://wobz.fr/gobelet-personnalise-mariage-car.html,0,0,0.00,1,100,"[100,11,0,0,0,0,11,33,0,0,11,11]",1583492245,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
coffret biere et verre personnalisé,14,14,50,63.31,0.54,https://wobz.fr/coffrets.html,0,0,0.00,1,92,"[100,14,43,14,14,14,29,14,0,14,29,29]",1582347788,"Image pack, Site links, Reviews, Image, AdWords top, AdWords bottom, Shopping ads"
12 cl,38,49,390,74.78,0.00,https://wobz.fr/gobelets-personnalises-12cl,0,0,0.00,0.07,2400000000,"[54,67,54,81,81,100,100,81,100,81,100,100]",1584608399,"Instant answer, Image pack, Reviews, People also ask"
costume evg,25,25,170,69.89,0.14,https://wobz.fr/gobelet-personnalise-evg-costume.html,0,0,0.00,1,186000,"[28,54,67,100,67,36,28,18,13,10,10,36]",1584158130,"Site links, Reviews, Shopping ads"
photo verre de champagne 94,38,38,70,76.51,0.00,https://wobz.fr/gobelet-personnalise-33cl-qualite-photo-impression-7cm.html,0,0,0.00,0,4580000,"[0,0,22,100,11,11,11,44,11,0,33,0]",1582749463,"Image pack, Reviews"
verre à bière personnalisé,34,34,1300,70.16,0.46,https://wobz.fr/verres-personnalises/verres-a-biere-personnalises.html,0,0,0.00,1,5570000,"[25,25,20,34,83,20,20,34,34,83,100,30]",1584533020,"Image pack, Reviews, Image, AdWords top, AdWords bottom, Shopping ads"
verres à bière personnalisés,42,42,70,68.8,0.54,https://wobz.fr/verres-personnalises-en-verre,0,0,0.00,1,5200000,"[25,25,25,75,25,100,25,25,25,25,50,25]",1583530726,"Image pack, Reviews"
verre incassable sur mesure,88,88,70,56.24,0.30,https://wobz.fr/gobelets-thematiques,0,0,0.00,1,0,"[14,14,14,14,14,14,100,14,14,14,14,14]",1583313063,"Image pack, Site links, Reviews, Video, AdWords bottom, Shopping ads"
gobelet réutilisable mariage,15,15,110,60.64,0.72,https://wobz.fr/gobelets-thematiques/mariage.html,0,0,0.00,1,68,"[33,24,52,67,67,81,100,67,67,43,19,52]",1584028820,"Image pack, Site links, Reviews"
verre de vin cl,96,96,720,75.53,1.02,https://wobz.fr/verre-cabernet-personnalise-53cl.html,0,0,0.00,0.06,4170000,"[82,100,100,82,82,100,82,82,100,100,100,100]",1584220811,"Image pack, Reviews, People also ask"
flute champagne personnalisé,75,75,170,71.67,0.46,https://wobz.fr/onlinedesign/index/quickview/id/14/quickview/1/,0,0,0.00,1,74100,"[35,54,54,81,81,65,81,65,54,100,81,81]",1584183786,"Image pack, Reviews, Shopping ads, Video Carousel"
verre à eau,76,68,2400,86.05,0.16,https://wobz.fr/verre-a-eau-lounge-personnalise.html,0,0,0.00,1,118000000,"[24,30,30,35,30,35,35,35,35,67,100,54]",1584651417,"Local pack, Image pack, Reviews, Video Carousel"
gourde personalise,62,62,40,65.33,0.71,https://wobz.fr/gourdes-personnalisees,0,0,0.00,1,3290000,"[14,14,14,14,100,29,14,14,29,14,57,14]",1582739735,"Image pack, Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel"
panier oriental,96,96,90,75.71,0.19,https://wobz.fr/gobelet-personnalise-mariage-oriental.html,0,0,0.00,0.97,33600000,"[14,14,100,57,14,14,71,43,29,14,29,14]",1582794226,"Local pack, Image pack, Site links, Reviews, Shopping ads"
gobelet marie,12,12,70,59.28,0.00,https://wobz.fr/gobelet-personnalise-mariage-flowers.html,0,0,0.00,1,2350000,"[0,100,20,0,0,60,20,20,0,20,0,60]",1582319815,"Image pack, Site links, Reviews, Video"
gobelet marie,13,13,70,59.28,0.00,https://wobz.fr/gobelet-mariage-bouquet.html,0,0,0.00,1,2350000,"[0,100,20,0,0,60,20,20,0,20,0,60]",1582319815,"Image pack, Site links, Reviews, Video"
coffret verre a biere,95,0,590,83.98,0.25,https://wobz.fr/coffrets/coffrets-a-biere.html,0,0,0.00,1,200000,"[11,13,13,13,20,11,11,13,13,54,100,11]",1584579694,"Image pack, Reviews"
flute en plastique,49,49,480,78.3,0.27,https://wobz.fr/flute-a-champagne-personnalisee-effervescence-en-plastique-qualite-photo.html,0,0,0.00,1,1310000,"[54,66,54,81,66,54,54,81,81,81,100,100]",1584156523,"Image pack, Reviews, Shopping ads"
verre plastique personnalisé,29,29,1300,67.36,0.45,https://wobz.fr/,0,0,0.00,1,2790000,"[46,46,46,68,100,100,100,84,46,38,38,53]",1584593966,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads"
gobelet pour voiture,38,38,40,81.82,0.19,https://wobz.fr/gobelet-personnalise-mariage-car.html,0,0,0.00,1,6900000,"[33,33,33,100,67,33,33,33,33,67,33,33]",1582356171,"Image pack, Site links, Reviews, Video, AdWords bottom, Shopping ads"
gobelet 25cl,18,18,110,67.57,0.48,https://wobz.fr/gobelet-vierge-25-cl.html,0,0,0.00,1,139000,"[53,53,82,82,100,100,53,65,53,82,53,100]",1584554442,"Image pack, Reviews"
ecocup personnalisé mariage,16,16,140,61.22,0.63,https://wobz.fr/gobelet-personnalise-mariage-car.html,0,0,0.00,1,58,"[52,43,43,52,67,81,100,81,81,81,52,33]",1582560508,"Image pack, Site links, Reviews, Shopping ads"
verre en plastique personnalisé,25,23,260,66.64,0.43,https://wobz.fr/,0,0,0.00,1,2560000,"[24,19,8,15,44,81,100,100,29,29,29,44]",1584615705,"Image pack, Site links, Reviews, AdWords top, Shopping ads, FAQ"
verre canard,51,51,320,73.15,0.18,https://wobz.fr/coffret-champagne-canard-duchene-et-verres-a-vin-en-verre.html,0,0,0.00,1,8220000,"[54,54,54,67,67,67,67,81,81,81,81,100]",1584494021,"Image pack, Reviews, Shopping ads, FAQ"
verre plastique prenom,20,20,210,70.96,0.31,https://wobz.fr/gobelet-personnalise-mariage-cadre.html,0,0,0.00,1,123000,"[3,5,3,5,6,8,36,100,82,24,16,5]",1584098965,"Image pack, Site links, Reviews, Video, Shopping ads, FAQ"
designer champagne flutes,76,76,40,75.73,0.00,https://wobz.fr/flute-a-champagne-personnalisee-effervescence-en-plastique-qualite-photo.html,0,0,0.00,0,12600000,"[14,0,0,100,0,0,0,0,0,0,43,0]",1583672402,"Image pack, Reviews"
gobelet plastique personnalisé,22,33,1000,68.15,0.58,https://wobz.fr/,0,0,0.00,1,332000,"[46,46,46,46,84,100,100,68,53,46,31,46]",1584651484,"Image pack, Site links, Reviews, FAQ"
verre a mojito,32,32,1300,84.72,0.17,https://wobz.fr/verre-mojito-personnalise-blanc.html,0,0,0.00,1,904000,"[20,25,30,42,67,100,100,42,30,37,67,30]",1584158045,"Image pack, Reviews, Image, AdWords bottom, Shopping ads, Video Carousel"
coffret verre mojito,76,76,70,84.12,0.00,https://wobz.fr/coffret-cremant-de-bourgogne-et-verres-a-vin-en-verre.html,0,0,0.00,1,81200,"[14,14,14,29,14,43,29,14,43,100,14,14]",1583955616,"Image pack, Reviews"
gobelet plastique 25 cl,43,43,110,75.67,0.37,https://wobz.fr/gobelet-vierge-25-cl.html,0,0,0.00,1,240000,"[67,100,100,81,67,52,52,52,33,33,24,52]",1584255899,"Image pack, Reviews, Shopping ads"
coffret future mariée,42,42,50,68.13,0.00,https://wobz.fr/gobelet-personnalise-pour-evjf-robe-mariee.html,0,0,0.00,1,593000,"[44,11,11,56,33,78,11,11,100,44,11,44]",1582525255,"Image pack, Reviews, AdWords bottom, Shopping ads"
boule gobelet plastique,61,61,40,86.42,0.00,https://wobz.fr/gobelet-personnalise-mariage-marocain.html,0,0,0.00,0.85,378000,"[14,100,14,14,71,100,29,14,71,29,14,14]",1583879798,"Image pack, Reviews, Video"
mon french gobelet,44,44,140,61.09,0.25,https://wobz.fr/gobelet-personnalise-evg-noeud-papillon.html,0,0,0.00,0.98,433000,"[27,35,54,35,35,65,100,54,35,42,42,42]",1584163044,"Image pack, Site links, Reviews"
couronne fleur mariage,74,74,1600,78.88,0.21,https://wobz.fr/gobelet-personnalise-mariage-en-couronne-de-fleurs.html,0,0,0.00,1,9000000,"[67,67,79,79,79,100,67,54,54,42,37,79]",1584504819,"Local pack, Image pack, Site links, Reviews, Video Carousel, FAQ"
verre personnalisé,52,62,3600,68.24,0.42,https://wobz.fr/,0,0,0.00,1,14400000,"[29,29,29,44,55,44,44,55,44,82,100,44]",1584626399,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads, Video Carousel"
dor et de platine shop,72,72,480,83.62,0.00,https://wobz.fr/gobelet-personnalise-noces-de-platine-70-ans.html,0,0,0.00,0.96,87,"[67,36,24,36,100,44,36,36,55,44,100,44]",1584333083,"Image pack, Site links, Reviews"
texte 50 ans de mariage noces d or,48,48,210,75.94,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0.09,636000,"[28,23,36,67,67,82,82,100,67,44,28,13]",1583647472,"Image pack, Site links, Reviews, Video Carousel"
gourde sport personnalisable,55,55,170,66.56,0.88,https://wobz.fr/gourdes-personnalisees-tacx-shiva-7cm-500ml.html,0,0,0.00,1,140000,"[28,13,28,23,23,28,36,28,67,54,67,100]",1583495812,"Image pack, Reviews, AdWords top, AdWords bottom"
jetons buvette personnalisé,32,32,110,48.53,0.70,https://wobz.fr/gobelet-personnalise-translucide-33cl-serigraphie-2-couleurs.html,0,0,0.00,1,39200,"[43,33,43,67,100,67,52,43,67,43,43,33]",1583321652,"Image pack, Site links, Reviews"
rgpd politique de confidentialité,83,83,40,66.34,0.44,https://wobz.fr/politique-de-confidentialite,0,0,0.00,0.33,62500000,"[11,11,11,11,100,11,11,33,56,22,56,22]",1582889378,"Site links, Reviews, Featured snippet"
ibiza fr bleu,49,49,50,87.07,0.00,https://wobz.fr/gobelet-personnalise-evg-ibiza-bleu.html?SID=088b4o0tle3vj3jrj7df0opiaf,0,0,0.00,0.08,2920000,"[25,25,25,25,25,25,25,25,75,25,100,25]",1584388842,"Image pack, Reviews, AdWords top, Video Carousel, FAQ"
texte noces d or 50 ans,98,98,70,75.04,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0.05,899000,"[0,14,71,14,29,29,14,29,14,100,14,14]",1584161535,"Image pack, Site links, Reviews, Featured snippet"
just married,53,54,4400,87.91,0.38,https://wobz.fr/gobelet-personnalise-mariage-just-married.html,0,0,0.00,0.03,1160000000,"[100,36,36,54,67,81,81,67,44,36,36,36]",1584576084,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
noces de diamant images,58,58,50,84.64,0.00,https://wobz.fr/gobelet-personnalise-noces-de-diamant-noir-et-blanc.html,0,0,0.00,0.21,1860000,"[9,9,9,27,18,0,9,9,9,100,18,64]",1583976674,"Image pack, Reviews, Video"
alliance 25 ans de mariage,47,47,40,79.18,0.78,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,1,10400000,"[25,25,25,25,50,25,25,25,100,25,50,50]",1583460328,"Image pack, Reviews, People also ask"
gobelet réutilisable personnalisé particulier,35,35,40,62.02,0.63,https://wobz.fr/gobelet-personnalise-mariage-marocain.html,0,0,0.00,1,83,"[11,11,11,11,11,100,33,11,22,44,11,11]",1584507940,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads, FAQ"
ceinture porte boisson,45,45,50,80.61,0.00,https://wobz.fr/porte-gobelet-a-accroche-ceinture.html,0,0,0.00,1,11700000,"[11,11,22,11,0,22,100,11,56,11,22,11]",1583965420,"Image pack, Site links, Reviews, Shopping ads"
gobelet plastique 33cl,46,46,210,73.21,0.34,https://wobz.fr/gobelet-personnalise-33cl-qualite-photo-impression-7cm.html,0,0,0.00,1,76,"[34,44,34,66,100,81,81,53,81,66,66,53]",1584097250,"Image pack, Site links, Reviews"
customiser un verre,31,31,50,71.54,0.00,https://wobz.fr/verres-personnalises-plastique,0,0,0.00,1,1710000,"[14,29,29,14,14,43,14,57,14,100,14,43]",1582297849,"Image pack, Site links, Video, Video Carousel"
politique de confidentialité rgpd,91,91,260,67.62,0.48,https://wobz.fr/politique-de-confidentialite,0,0,0.00,0.43,55200000,"[100,100,81,81,100,81,66,81,81,66,66,81]",1584199297,"Site links, Reviews, Featured snippet"
gobelet blanc,67,67,110,67.47,0.48,https://wobz.fr/gobelet-personnalise-blanc-25cl-qualite-photo.html,0,0,0.00,1,11000000,"[79,50,64,79,79,79,100,50,79,100,100,79]",1583107341,"Image pack, Reviews, Video Carousel"
tacx gourde,27,27,90,71.82,0.00,https://wobz.fr/gourdes-personnalisees-tacx-shiva-7cm-500ml.html,0,0,0.00,0.97,62,"[0,0,0,0,0,0,0,0,33,100,33,33]",1582253747,"Image pack, Reviews, Video"
verre doseur personnalisé,46,46,50,49.48,0.60,https://wobz.fr/gobelet-personnalise-blanc-25cl-qualite-photo.html,0,0,0.00,1,118000,"[0,0,11,11,22,11,22,56,33,33,11,100]",1582467635,"Image pack, Site links, Reviews, Shopping ads"
