Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
pass 3 jours reperkusound,38,38,90,77.35,0.00,https://cupkiller.com/fr/actu/blog/des-gobelets-personnalises-qui-pulsent-aux-reperkusound-13,0,0,0.00,0,50,"[0,11,0,100,11,0,0,0,0,0,0,0]",1583896096,"Image pack, Site links, Reviews, Video"
logo mariage personnalisé,27,27,50,66.06,0.36,https://cupkiller.com/,0,0,0.00,1,0,"[43,71,14,14,14,100,14,29,14,57,14,29]",1583265399,"Image pack, Reviews"
créa scène,71,71,50,66.98,0.00,https://cupkiller.com/fr/actu/blog/nos-gobelets-reutilisables-en-scene-pour-la-13eme-edition-de-la-creadanse-de-nantes-,0,0,0.00,0,81500000,"[0,0,0,0,22,100,11,22,11,11,11,0]",1583543653,"Knowledge panel, Top stories, Image pack, Site links, Video, Video Carousel"
gros bol personnalisé,82,82,50,72.7,0.31,https://cupkiller.com/,0,0,0.00,1,1500000,"[25,50,25,25,75,25,25,25,25,100,25,25]",1583811272,"Image pack, Reviews"
site killer,27,27,50,56.46,0.00,https://cupkiller.com/,0,0,0.00,0,614000000,"[50,0,50,50,100,50,0,0,100,0,100,50]",1582286169,"Image pack, Site links, Reviews, Video Carousel"
pure impression,48,48,320,74,2.15,https://cupkiller.com/fr/verres-personnalises-plastique/1376-verre-a-eau-plastique-personnalise-pure.html,0,0,0.00,0.02,175000000,"[82,82,100,82,82,82,44,100,100,100,82,100]",1584478621,"Knowledge panel, Image pack, Site links, Reviews, Video"
fabriquer porte verre,46,46,90,80.04,0.00,https://cupkiller.com/,0,0,0.00,0.95,7470000,"[0,11,11,100,11,11,11,22,11,11,11,11]",1584399576,"Image pack, Reviews, Video, Shopping ads, Video Carousel"
verre a biere personnalisé,38,38,320,71.02,0.57,https://cupkiller.com/fr/verres-personnalises/1356-verre-personnalise-shaker-37cl.html,0,0,0.00,1,97,"[15,29,29,44,54,24,29,36,36,82,100,24]",1584165729,"Image pack, Reviews, Video, AdWords top, Shopping ads"
coffret biere avec verre,54,54,110,79.56,0.42,https://cupkiller.com/fr/coffrets/1392-coffret-biere-mange-soif.html,0,0,0.00,1,3370000,"[7,3,3,5,7,8,5,5,12,12,44,100]",1582547868,"Local pack, Image pack, Reviews"
cupkiller mariage,4,4,50,72.86,0.99,https://cupkiller.com/fr/mariage/966-gobelet-personnalisable-mariage-doree.html,0,0,0.00,0.26,31,"[0,0,0,11,22,11,11,11,11,100,11,11]",1583694301,"Local pack, Image pack, Reviews, AdWords top"
cupkiller mariage,3,3,50,72.86,0.99,https://cupkiller.com/fr/mariage/953-gobelet-personnalisable-pour-mariage-fleches-et-coeurs.html,0,0,0.00,0.26,31,"[0,0,0,11,22,11,11,11,11,100,11,11]",1583694301,"Local pack, Image pack, Reviews, AdWords top"
cupkiller mariage,6,6,50,72.86,0.99,https://cupkiller.com/fr/mariage/959-gobelet-personnalisable-mariage-wedding-dress.html,0,0,0.00,0.26,31,"[0,0,0,11,22,11,11,11,11,100,11,11]",1583694301,"Local pack, Image pack, Reviews, AdWords top"
cupkiller mariage,5,5,50,72.86,0.99,https://cupkiller.com/fr/mariage/967-gobelet-personnalisable-mariage-femmes.html,0,0,0.00,0.26,31,"[0,0,0,11,22,11,11,11,11,100,11,11]",1583694301,"Local pack, Image pack, Reviews, AdWords top"
gourde foot personnalisé,12,12,50,65.9,0.47,https://cupkiller.com/fr/gourdes-thematiques/1325-gourde-personnalisee-badge-foot.html,0,0,0.00,1,100,"[14,14,71,29,14,100,29,14,57,14,14,14]",1584161709,"Image pack, Reviews, Video, Shopping ads"
envoyer champagne cadeau,75,75,50,67.57,1.53,https://cupkiller.com/fr/coffrets/1402-coffret-champagne-canard-duchene.html,0,0,0.00,1,3660000,"[20,20,80,20,20,40,100,20,20,20,60,40]",1582598548,"Image pack, Site links, Reviews, AdWords bottom"
just married mariage,88,88,70,80.14,0.00,https://cupkiller.com/fr/mariage/971-gobelet-personnalisable-mariage-just-married.html,0,0,0.00,0,19300000,"[0,0,0,11,11,11,11,100,11,0,0,0]",1584160358,"Image pack, Reviews, Video Carousel"
les reperkusound lyon,54,54,70,78.77,0.00,https://cupkiller.com/fr/actu/blog/-le-festival-reperkusound-de-lyon-avec-cupkiller,0,0,0.00,0,81,"[100,33,33,33,33,100,0,33,33,33,33,100]",1583835703,"Knowledge panel, Image pack, Site links, Reviews, Tweet, Video Carousel"
gobelet publicitaire,16,16,170,65.27,1.39,https://cupkiller.com/,0,0,1.00,1,1870000,"[81,100,100,100,81,100,67,100,100,67,67,81]",1584302268,"Image pack, Site links, Reviews, Shopping ads, FAQ"
beaux verres a eau,27,27,50,85.66,0.00,https://cupkiller.com/fr/verres-personnalises-plastique/1416-verre-a-eau-plastique-pure-gravure-laser.html,0,0,0.00,0.96,96,"[0,0,0,0,0,0,0,0,0,0,100,100]",1584211711,"Image pack, Site links, Reviews, Video"
grand gobelet plastique,55,55,40,67.43,0.23,https://cupkiller.com/,0,0,0.00,1,1010000,"[2,2,5,2,2,5,5,3,2,2,100,12]",1582355533,"Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel"
verre incassable discotheque,25,25,70,59.33,0.00,https://cupkiller.com/fr/vaisselle-reutilisable/271-verre-vin-47cl.html,0,0,0.00,1,76,"[20,20,20,20,20,100,20,20,20,20,20,20]",1583490901,"Image pack, Site links, Reviews, Video"
carafe en verre personnalisable,79,79,90,59.46,1.27,https://cupkiller.com/fr/verres-personnalises-plastique/1376-verre-a-eau-plastique-personnalise-pure.html,0,0,0.00,0.94,85900,"[20,40,20,20,20,20,20,100,20,20,20,100]",1582412971,"Image pack, Reviews"
verres à pied plastique,80,80,40,76.34,0.33,https://cupkiller.com/fr/promotions/1028-verre-a-pieds-sky-blanc-opaque-tritan.html,0,0,0.00,1,2260000,"[20,40,20,100,20,20,20,40,20,20,60,20]",1584548047,"Image pack, Reviews"
texte evjf,68,68,50,72.26,0.00,https://cupkiller.com/fr/evjf-evg/1017-gobelet-personnalisable-evjf-robe-mariee.html,0,0,0.00,0,138000,"[12,6,6,6,6,100,82,6,6,41,6,6]",1583897538,"Image pack, Site links, Reviews, Video"
gobelet sur mesure,80,80,70,71.93,0.92,https://cupkiller.com/fr/gobelet-serigraphie/807-gobelet-thematique-mariage-anniversaire.html,0,0,0.00,1,6350000,"[11,11,11,100,11,11,11,11,33,11,11,11]",1583716370,"Image pack, Site links, Reviews, Video"
rimini photos,69,69,50,81.45,0.00,https://cupkiller.com/fr/actu/blog/cupkiller-sous-le-soleil-de-rimini,0,0,0.00,0,9670000,"[50,25,100,25,75,25,25,25,100,50,50,25]",1582659050,"Image pack, Reviews, Video"
gobelet anniversaire,20,20,210,76.51,0.34,https://cupkiller.com/fr/gobelet-serigraphie/807-gobelet-thematique-mariage-anniversaire.html,0,0,0.00,1,978000,"[53,66,53,66,81,81,66,81,81,81,44,100]",1584525910,"Image pack, Reviews, Video"
gourde verre incassable,36,38,140,71.06,0.32,https://cupkiller.com/,0,0,0.00,1,87100,"[28,100,66,34,34,34,44,53,22,34,22,22]",1584576369,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
chope de biere 33 cl,83,83,70,82.31,0.33,https://cupkiller.com/fr/promotions/1031-chope-bieremug-ps.html,0,0,0.00,1,132000,"[22,33,33,78,22,33,11,100,11,11,11,11]",1583782267,"Image pack, Reviews, Shopping ads, Video Carousel"
concert sean paul bataclan,61,61,70,70.94,0.00,https://cupkiller.com/actu//sean-paul-legende-du-reggae-dancehall-a-debarque-a-lyon-chez-notre-partenaire-du-transbordeur-,0,0,0.00,0,73,"[0,0,100,0,100,0,100,0,0,0,0,0]",1582622878,"Site links, Reviews, Video"
son libre,71,74,1900,77.42,0.00,https://cupkiller.com/fr/actu/blog/du-soleil-de-la-musique-et-des-artistes-cupkiller-partenaire-du-son-libre-festival-,0,0,0.00,0,2380000000,"[11,15,24,36,100,100,7,9,7,7,11,15]",1584583755,"Knowledge panel, Image pack, Site links, Video Carousel"
couronne de noel avec gobelet,24,24,40,80.27,0.00,https://cupkiller.com/fr/noel/1407-gobelet-personnalise-noel-couronne.html,0,0,0.00,0.3,88,"[100,25,0,0,25,0,0,0,0,0,25,25]",1583857438,"Image pack, Reviews, Video Carousel"
le son libre,67,67,320,77.01,0.00,https://cupkiller.com/fr/actu/blog/du-soleil-de-la-musique-et-des-artistes-cupkiller-partenaire-du-son-libre-festival-,0,0,0.00,0.02,2450000000,"[11,14,17,39,48,100,100,9,9,5,7,14]",1583734043,"Knowledge panel, Image pack, Site links, Video Carousel"
verre personnalisé suisse,15,15,70,58.43,0.00,https://cupkiller.com/,0,0,0.00,0.86,14400000,"[0,33,33,33,0,0,33,100,0,33,0,33]",1583598678,"Image pack, Site links, Reviews"
gobelets carton personnalisés,88,88,90,56.12,1.57,https://cupkiller.com/,0,0,0.00,1,171000,"[50,50,64,64,100,79,50,50,64,64,100,100]",1582402431,"Image pack, Reviews, AdWords top, AdWords bottom"
gobelets carton personnalisés,87,87,90,56.12,1.57,https://cupkiller.com/fr/gobelet-serigraphie/807-gobelet-thematique-mariage-anniversaire.html,0,0,0.00,1,171000,"[50,50,64,64,100,79,50,50,64,64,100,100]",1582402431,"Image pack, Reviews, AdWords top, AdWords bottom"
gourde et porte gourde foot,44,44,70,69.81,0.00,https://cupkiller.com/fr/gourdes-thematiques/1325-gourde-personnalisee-badge-foot.html,0,0,0.00,1,257000,"[0,0,0,0,0,0,0,0,0,0,100,100]",1583627254,"Image pack, Reviews, Video, Shopping ads"
frangy festival 2018,30,30,70,67.99,0.00,https://cupkiller.com/fr/actu/blog/nomade-reggae-festival-de-frangy,0,0,0.00,0,56,"[0,0,0,100,0,0,0,50,0,50,0,0]",1583458456,"Image pack, Site links, Video Carousel"
meilleur patissier 2017,30,30,210,92.18,0.00,https://cupkiller.com/fr/actu//le-meilleur-patissier-2017,0,0,0.00,0,1520000,"[11,100,14,17,7,7,4,3,21,21,32,32]",1583647347,"Site links, Reviews, Video, Featured snippet, Image, Video Carousel"
gobelet ps,71,71,70,60.76,0.00,https://cupkiller.com/fr/promotions/1031-chope-bieremug-ps.html,0,0,0.00,1,92,"[20,100,20,20,20,20,100,20,20,60,40,20]",1584161633,"Image pack, Reviews, Image, Shopping ads"
verre à pied en plastique,38,38,140,78.26,0.23,https://cupkiller.com/fr/promotions/1028-verre-a-pieds-sky-blanc-opaque-tritan.html,0,0,0.00,1,13500000,"[52,33,43,67,81,100,100,100,52,67,81,81]",1584309534,"Image pack, Reviews"
opac d amiens,88,88,210,73.93,0.00,https://cupkiller.com/fr/actu/blog/cupkiller-surfe-sur-linnovation-avec-le-hackathon-de-lopac-damiens-,0,0,0.00,0.01,80700,"[66,66,53,66,81,81,66,66,100,66,66,100]",1584424948,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
vin personnalisé,65,65,320,68.88,0.48,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,1,9110000,"[24,44,36,54,44,36,29,36,36,67,100,29]",1584442980,"Local pack, Image pack, Site links, Reviews"
verre a biere personnalisable,31,31,320,69.75,0.50,https://cupkiller.com/fr/verres-personnalises/1356-verre-personnalise-shaker-37cl.html,0,0,0.00,1,95,"[13,10,36,82,30,44,36,24,24,67,100,10]",1584158104,"Image pack, Reviews, Video, AdWords top, Shopping ads"
jours ouvr2s,96,96,210,81.33,0.00,https://cupkiller.com/fr/content/15-faq,0,0,0.00,0,437,"[81,65,81,81,100,81,81,54,81,100,81,81]",1583950359,"Knowledge panel, Reviews, Featured snippet, Video Carousel, People also ask"
cadeau verre personnalisé,21,21,40,70.77,0.45,https://cupkiller.com/,0,0,0.00,1,7450000,"[100,11,11,11,11,11,22,11,44,11,56,22]",1584245557,"Image pack, Site links, Reviews"
verre à bière personnalisé photo,29,29,90,70.71,0.46,https://cupkiller.com/fr/verres-personnalises/1356-verre-personnalise-shaker-37cl.html,0,0,0.00,1,3770000,"[11,22,11,33,56,44,11,100,11,22,11,11]",1583989468,"Image pack, Reviews, Image, AdWords top, AdWords bottom, Shopping ads"
sean paul en duo,56,56,70,85.98,0.00,https://cupkiller.com/actu//sean-paul-legende-du-reggae-dancehall-a-debarque-a-lyon-chez-notre-partenaire-du-transbordeur-,0,0,0.00,0,78,"[20,20,20,20,20,20,100,20,20,20,80,20]",1583955059,"Image pack, Site links, Video"
gravure verre lyon,77,77,40,49.93,0.53,https://cupkiller.com/,0,0,0.00,1,1230000,"[14,14,29,14,14,14,14,100,14,57,14,14]",1583162483,"Local pack, Image pack, Reviews"
fleur en gobelet,16,16,40,72.85,0.00,https://cupkiller.com/fr/mariage/955-gobelet-personnalisable-mariage-couronne-de-fleurs.html,0,0,0.00,0,1220000,"[100,100,100,100,100,100,100,100,0,0,0,0]",1582770024,"Image pack, Reviews, Shopping ads, Video Carousel"
25 cl d eau,68,68,170,78.06,0.00,https://cupkiller.com/fr/gobelet-a-personnaliser-25-cl-impression-quadri-multicolore/1055-gobelet-personnalise-vert-d-eau-qualite-photo-25cl.html,0,0,0.00,0,67300000,"[54,65,54,65,42,42,42,54,81,65,81,100]",1584157902,"Image pack, Reviews, Featured snippet, People also ask"
verre gradué dessin,62,62,70,89.77,0.00,https://cupkiller.com/,0,0,0.00,0.08,575000,"[0,0,0,0,0,0,0,0,0,100,50,50]",1584506742,"Image pack, Reviews"
marché noel perrache,95,95,110,75.04,0.00,https://cupkiller.com/fr/actu/blog/les-gobelets-personnalises-cupkiller-au-marche-de-noel,0,0,0.00,0,20800,"[100,2,0,1,0,0,0,0,1,1,2,55]",1582439677,"Knowledge panel, Image pack, Reviews, Video"
verre à pied orange,75,75,50,71.24,0.00,https://cupkiller.com/fr/promotions/1028-verre-a-pieds-sky-blanc-opaque-tritan.html,0,0,0.00,1,65200000,"[20,60,40,20,80,20,40,100,0,20,0,20]",1583228627,"Image pack, Reviews, Video"
gobelet café americain,27,27,50,83.25,0.00,https://cupkiller.com/,0,0,0.00,1,22300,"[14,14,71,43,14,14,29,100,14,14,29,14]",1583406228,"Image pack, Reviews, AdWords bottom, Shopping ads"
ps cup,23,23,50,58.42,0.00,https://cupkiller.com/fr/promotions/1031-chope-bieremug-ps.html,0,0,0.00,0.9,341000000,"[11,22,11,44,100,11,56,0,11,11,22,11]",1583515511,"Image pack, Site links, Reviews"
evasion festival,54,54,2400,80.33,0.00,https://cupkiller.com/fr/actu/blog/grosse-chaleur-annoncee-sur-les-gobelets-de-levasion-festival-,0,0,0.00,0,16500000,"[5,8,13,16,24,55,100,3,3,1,2,2]",1584061397,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
verre en polypropylène,20,20,50,71.59,0.00,https://cupkiller.com/fr/mojito-personnalise-pp/1178-verre-mojito-personnalise-pp.html,0,0,0.00,0.92,3520000,"[57,29,14,14,14,29,71,14,100,14,14,14]",1583974081,"Image pack, Site links, Reviews, Shopping ads"
evasion com concours,34,34,70,70.18,0.00,http://cupkiller.com/img/reglement_evasion.pdf,0,0,0.00,0,15900000,"[25,25,25,25,25,25,0,25,0,0,100,25]",1583781655,"Image pack, Video, Video Carousel"
roi du dancehall,90,90,50,79.35,0.00,https://cupkiller.com/fr/actu/blog/sean-paul-legende-du-reggae-dancehall-a-debarque-a-lyon-chez-notre-partenaire-du-transbordeur-,0,0,0.00,0,337000,"[11,0,100,44,0,56,11,11,11,11,11,0]",1582550345,"Image pack, Reviews, Video"
coupe en verre pas cher,79,79,70,86.2,0.18,https://cupkiller.com/,0,0,0.00,1,14300000,"[20,40,20,80,20,60,20,20,40,100,60,20]",1583391811,"Image pack, Reviews, Video, Shopping ads"
gourde personnalisée photo,29,29,110,65.9,0.91,https://cupkiller.com/fr/167-gourdes-thematiques,0,0,0.00,1,1160000,"[10,19,19,24,33,67,43,33,67,81,100,100]",1583015512,"Image pack, Reviews, Shopping ads"
acheter une cup,65,65,110,75.51,0.71,https://cupkiller.com/,0,0,0.00,1,23000000,"[53,65,53,100,65,82,65,65,53,41,29,41]",1584048241,"Site links, Reviews, AdWords bottom, Shopping ads, Video Carousel"
personnalisation verre,13,13,90,65.73,0.66,https://cupkiller.com/,0,0,0.00,0.97,51800000,"[64,82,82,64,82,82,100,100,100,82,100,82]",1584418054,"Site links, Reviews, Shopping ads, Video Carousel"
verre consigné plastique,28,28,50,84.06,0.00,https://cupkiller.com/,0,0,0.00,0,46500,"[33,33,33,33,100,0,0,100,0,0,0,0]",1583024758,"Top stories, Image pack, Video, Shopping ads, Video Carousel"
opaque photo,24,24,70,70.24,0.00,https://cupkiller.com/fr/gobelet-a-personnaliser-25-cl-impression-quadri-multicolore/1051-gobelet-personnalise-orange-qualite-photo-25cl.html,0,0,0.00,0.29,246000000,"[14,14,14,14,29,0,14,14,14,43,0,100]",1582526041,"Image pack, Reviews"
jeux avec gobelet plastique,82,82,70,85.6,0.00,https://cupkiller.com/fr/actu/blog/la-grande-evasion-des-gobelets-reutilisables-personnalises-doperation-escape,0,0,0.00,0.61,3500000,"[81,4,4,4,27,4,4,4,4,4,4,100]",1583887806,"Image pack, Reviews, Video"
logo sur plastique,42,42,50,68.74,0.00,https://cupkiller.com/,0,0,0.00,0.84,115000000,"[0,0,0,0,0,0,0,0,0,100,100,100]",1582423344,"Image pack, Reviews, Video"
verre eau,63,63,590,86.45,0.16,https://cupkiller.com/fr/verres-personnalises/1359-verre-a-eau-personnalise-lounge.html,0,0,0.00,1,145000000,"[32,32,32,39,48,59,59,72,72,88,100,88]",1584191268,"Image pack, Reviews, Video Carousel"
gourde 25cl,25,25,140,54.79,0.14,https://cupkiller.com/,0,0,0.00,1,77,"[35,35,54,42,35,35,35,42,100,54,54,81]",1582463183,"Image pack, Reviews, AdWords bottom"
noel cheminée,91,91,110,87.22,0.00,https://cupkiller.com/fr/noel/1406-gobelet-personnalise-noel-cheminee.html,0,0,0.00,1,14900000,"[1,1,1,1,1,1,1,3,6,19,67,100]",1583400816,"Image pack, Reviews, Video, Video Carousel"
gourde haltère,59,59,110,74.07,0.21,https://cupkiller.com/fr/gourdes-thematiques/1310-gourde-personnalisee-no-days.html,0,0,0.00,1,119000,"[28,16,28,22,34,28,22,22,34,28,53,100]",1583712438,"Image pack, Reviews, Video"
party 10,74,74,70,92.05,0.00,https://cupkiller.com/fr/accueil/1288-pool-party-10.html,0,0,0.00,0.52,11560000000,"[100,50,100,50,50,50,100,50,50,100,50,50]",1584164381,"Knowledge panel, Reviews, Video"
tritan plastique,84,84,140,75.31,0.00,https://cupkiller.com/fr/promotions/1028-verre-a-pieds-sky-blanc-opaque-tritan.html,0,0,0.00,0.69,185000,"[33,52,67,100,52,81,81,100,43,43,52,43]",1584530826,"Image pack, Reviews, Featured snippet, Video Carousel"
champagne canard duchene,55,51,2400,82.79,0.26,https://cupkiller.com/fr/coffrets/1402-coffret-champagne-canard-duchene.html,0,0,0.00,1,88,"[13,19,16,16,16,19,19,16,24,29,100,29]",1584630044,"Knowledge panel, Image pack, Site links, Reviews, Shopping ads"
ades europe,52,52,140,69.1,0.00,https://cupkiller.com/fr/actu/blog/les-gobelets-reutilisables-du-festitous-,0,0,0.00,0,4000000,"[82,65,82,82,82,100,53,53,82,82,100,82]",1582564462,"Local pack, Image pack, Site links, Video"
the cup livraison,24,24,90,73.75,0.00,https://cupkiller.com/fr/accueil/820-test.html,0,0,0.00,0.19,23100000,"[14,100,14,14,29,14,14,14,14,14,14,14]",1584249690,"Local pack, Image pack, Reviews, Video, FAQ"
le meilleur patissier 2017,18,18,170,90.89,0.00,https://cupkiller.com/actu//le-meilleur-patissier-2017,0,0,0.00,0,1360000,"[23,10,19,15,15,15,15,67,81,100,54,19]",1584533644,"Site links, Reviews, Featured snippet, Image, Video Carousel"
coupe a champagne gifi,24,24,90,91.6,0.00,https://cupkiller.com/fr/verres-personnalises-plastique/1378-flute-a-champagne-plastique-personnalise-effervescence.html,0,0,0.00,1,58900,"[100,67,33,33,67,100,33,33,67,67,33,33]",1583439920,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads"
summertime 2018,57,57,210,88.02,0.00,https://cupkiller.com/fr/promotions/1019-summertime-s-tritan.html,0,0,0.00,0,126000000,"[23,23,36,28,67,100,82,67,67,67,67,54]",1584194588,"Knowledge panel, Image pack, Reviews, Video Carousel"
jean paul reggae,31,31,90,54.57,0.00,https://cupkiller.com/fr/actu/blog/sean-paul-legende-du-reggae-dancehall-a-debarque-a-lyon-chez-notre-partenaire-du-transbordeur-,0,0,0.00,0,39400000,"[33,0,0,67,100,0,0,33,33,33,33,0]",1582622234,"Image pack, Site links, Video"
gourde personnalise,81,81,110,67.98,1.03,https://cupkiller.com/fr/gourdes-personnalisees/1294-gourdes-personnalisees-12cm-tacx-shiva-50cl.html,0,0,0.00,1,4360000,"[19,19,19,24,43,43,52,100,67,81,100,52]",1584170491,"Image pack, Reviews, AdWords top, Shopping ads, Video Carousel, FAQ"
lc serigraphie,44,44,90,73.87,0.00,https://cupkiller.com/fr/verres-personnalises-plastique/1438-carafe-15l-serigraphie-1-couleur.html,0,0,0.00,0.31,8690000,"[14,100,29,14,14,14,29,43,14,14,14,43]",1584158853,"Knowledge panel, Image pack, Site links, Reviews"
sergent papers nantes,7,7,70,80.38,0.00,https://cupkiller.com/fr/actu//sergent-papers-a-la-biennale-internationale-du-spectacle-2016,0,0,0.00,0,66,"[20,20,20,20,20,80,20,20,40,40,20,100]",1584486483,"Knowledge panel, Image pack, Site links, Reviews"
petite gourde verre,76,76,50,78.17,0.00,https://cupkiller.com/,0,0,0.00,1,992000,"[0,0,0,0,0,0,0,0,0,0,100,100]",1583661805,"Image pack, Site links, Reviews, Shopping ads"
verre a vin personnalisé avec photo,34,34,50,66.86,0.45,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,1,11100000,"[14,14,14,29,14,29,14,14,100,14,14,57]",1582981554,"Image pack, Site links, Reviews, Image, Shopping ads"
gobelet personnalisé maternelle,17,17,210,71.04,0.00,https://cupkiller.com/,0,0,0.00,0.6,81,"[1,1,1,1,2,4,13,55,100,1,1,1]",1583951120,"Image pack, Site links, Reviews, Video"
verre a vin personnalisée,25,25,50,71.22,0.00,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,0,10200000,"[0,0,43,14,29,100,0,14,0,14,14,0]",1583694127,"Image pack, Reviews, Video, Image, AdWords bottom, Shopping ads"
