32,21,7,26,14,12,4
47,9,48,49,37,2,7
49,44,47,12,6,8,12
47,12,41,42,31,6,4
3,19,9,20,23,11,9
21,36,44,19,50,3,10
31,46,3,50,2,12,8
17,5,32,13,43,2,10
5,13,29,35,7,3,7
42,7,19,35,43,7,9
6,7,28,18,1,2,8
12,38,45,18,35,2,8
10,7,5,8,34,9,1
20,25,26,30,38,8,2
27,12,20,2,41,10,12
12,7,6,33,39,7,1
1,19,15,48,26,6,12
45,14,36,13,11,7,9
10,42,23,46,1,3,5
13,45,22,6,49,10,11
49,21,26,34,31,5,2
40,4,36,41,20,1,6
33,12,17,39,22,2,12
12,44,42,15,20,2,1
28,10,32,15,49,9,3
29,43,2,3,17,4,1
41,25,2,12,30,11,8
33,25,36,26,17,8,1
50,15,9,47,2,9,6
9,32,36,19,21,4,3
50,26,47,22,38,6,2
21,17,42,36,46,10,7
50,20,41,42,1,3,7
43,19,33,26,20,4,1
46,21,32,22,29,9,10
22,31,46,47,38,7,11
11,21,42,38,33,8,2
37,19,47,21,48,3,6
30,1,35,2,15,2,7
34,38,17,12,21,2,3
41,2,34,26,28,10,5
4,29,15,17,6,9,12
25,7,43,22,49,7,6
28,41,18,35,36,6,11
14,2,50,37,44,7,11
33,23,44,32,4,12,9
25,6,46,17,31,12,9
12,30,24,3,19,5,2
5,35,39,14,36,12,7
16,6,47,18,39,2,4
34,10,25,29,45,10,9
49,36,1,19,38,9,6
49,38,3,25,43,7,3
43,34,20,6,37,7,10
45,13,42,18,38,7,11
33,20,31,9,44,12,2
25,41,50,43,38,6,10
26,32,14,5,9,7,3
24,10,30,42,13,1,5
26,24,42,39,8,5,3
40,20,43,6,42,10,12
18,12,31,25,21,9,2
23,22,12,19,48,6,2
2,26,19,12,1,8,2
43,1,9,14,17,12,6
7,29,17,40,21,8,11
10,29,24,6,27,12,5
43,33,11,8,42,11,6
21,45,31,2,7,10,4
13,1,24,11,49,5,6
16,38,1,45,15,4,11
30,47,35,31,21,10,2
32,48,6,24,30,6,5
28,46,2,17,12,10,6
11,6,35,36,21,9,1
25,4,28,34,45,11,8
37,36,10,20,11,7,3
26,48,47,8,20,8,3
3,24,8,18,40,11,3
28,3,29,25,27,4,9
11,45,17,48,3,8,4
49,28,30,5,48,5,11
32,23,8,22,50,3,9
27,13,10,36,37,10,2
15,34,28,48,23,3,5
42,13,10,49,3,3,9
29,12,48,28,34,9,11
17,6,31,25,16,2,6
37,26,40,17,36,9,12
7,40,2,27,34,3,11
21,22,38,19,31,7,11
23,36,39,6,47,10,8
50,44,17,10,28,12,8
35,10,47,42,48,11,2
46,6,34,24,18,12,3
7,25,48,45,10,3,6
28,46,43,35,31,7,4
50,18,25,24,14,11,6
38,17,29,9,39,10,7
41,6,27,40,23,2,12
32,29,50,18,16,11,4
3,5,17,27,25,9,1
38,48,43,23,3,8,3
28,48,18,40,7,11,8
29,3,44,33,35,10,8
47,18,21,19,27,11,5
14,42,35,17,34,10,6
10,25,14,39,32,7,8
9,2,19,38,13,2,6
48,39,26,19,31,2,3
22,23,44,25,38,12,11
6,10,4,15,19,1,4
7,45,12,20,13,3,12
10,44,7,29,22,4,5
26,17,23,24,27,4,9
40,9,12,15,47,1,11
49,10,45,36,27,3,4
21,11,32,48,23,12,3
22,35,48,15,14,8,3
34,4,44,20,21,3,1
2,16,11,1,26,3,12
3,28,18,43,42,12,3
50,27,45,26,42,12,1
40,35,8,32,23,8,1
28,48,29,24,34,7,3
42,3,5,48,13,6,1
26,28,38,25,40,1,6
24,7,46,34,39,6,1
28,35,21,16,14,11,1
42,48,19,37,47,6,1
11,2,37,47,45,2,3
50,32,33,5,3,1,8
25,2,19,44,24,2,10
31,21,13,24,33,1,12
41,13,35,19,16,11,1
24,29,42,21,22,3,11
21,19,39,35,37,2,6
20,38,35,15,24,12,8
39,12,35,21,45,11,6
20,25,27,26,12,8,12
8,46,31,27,50,3,1
30,3,12,26,9,10,11
2,15,44,35,19,7,2
1,20,11,17,27,4,5
16,17,26,23,35,5,11
33,31,19,34,43,5,3
48,42,17,34,47,1,9
20,29,21,46,45,10,3
44,16,35,45,31,12,4
42,11,34,13,40,10,3
13,4,33,25,37,10,5
18,46,30,50,21,2,6
40,6,13,42,3,7,11
11,27,47,41,43,7,11
15,19,31,8,9,12,10
7,12,33,43,19,3,7
14,32,45,2,17,10,3
8,47,34,44,2,9,3
3,13,36,25,47,3,8
43,24,46,26,38,2,3
42,27,45,23,8,1,9
49,41,22,34,21,2,7
42,34,7,23,48,1,3
29,33,12,37,47,10,5
24,3,8,50,6,10,11
50,24,35,13,11,6,11
9,16,48,37,38,7,2
26,46,28,31,16,12,11
37,5,26,15,49,8,11
